lo,hi,val,err
0,0.1,0.94,0.0382884
0.1,0.3,1.02,0.0349857
0.3,0.7,1.06,0.0394462
0.7,0.9,1.15,0.0693542
0.9,1.1,1.35,0.0968969
1.1,1.5,1.76,0.1286
