lo,hi,val,err
0.30,0.47,1.74,0.51
0.47,0.63,7.85,1.49
0.63,0.80,6.13,1.18
0.80,0.96,3.45,0.83
0.96,1.13,1.44,0.55
1.13,1.30,1.52,0.43
1.30,1.46,0.88,0.29
