lo,hi,val,err
-0.65,-0.41,-0.04,0.47
-0.41,-0.17,2.72,1.2
-0.17,0.07,1.07,0.61
0.07,0.32,2.54,0.76
0.32,0.56,3.25,1.12
0.56,0.80,7.23,1.83
0.80,0.95,5.85,1.85
