lo,hi,val,err
0.30,0.40,5.82,3.15
0.40,0.50,7.77,3.31
0.50,0.60,9.17,2.95
0.60,0.70,7.43,2.52
0.70,0.80,7.05,1.94
0.80,0.90,6.26,2.29
0.90,1.00,1.95,1.69
