lo,hi,val,err
0.15,0.26,3.11,1.7
0.26,0.37,4.18,1.9
0.37,0.47,3.2,1.37
0.47,0.58,4.8,1.75
0.58,0.69,9.36,2.28
0.69,0.80,7.99,2.32
0.80,0.95,6.72,2.21
