lo,hi,val,err
0,0.03,10.006945527932698,4.635629981023676
0.03,0.06,10.864184167102104,3.4642276775841387
0.06,0.1,13.906144608169978,3.7100723689211343
0.1,0.16,14.500736163122822,3.281706773446879
0.16,0.24,13.527650510060688,2.763329416795842
0.24,0.36,11.460531240342853,2.2498644932318115
0.36,0.58,8.76202678492328,1.6301760669328118
0.58,1,4.661389917583824,0.8482281305224174
1,15,0.19209945988814334,0.042048928069284265
