7.488191e-83,3.960466e-83,2.543776e-84,-2.648749e-84,-4.969454e-84,-3.851586e-84,2.603923e-84,-6.008907e-85,8.776674e-85,-1.129317e-84
3.960466e-83,6.326352e-83,1.270046e-83,9.999984e-84,8.150628e-84,6.963522e-84,1.079609e-83,9.375756e-84,9.850257e-84,9.576783e-84
2.543776e-84,1.270046e-83,2.819968e-83,1.579280e-83,1.432664e-83,1.252147e-83,1.151779e-83,1.648889e-83,1.540754e-83,1.717170e-83
-2.648749e-84,9.999984e-84,1.579280e-83,2.890117e-83,2.018820e-83,1.670626e-83,1.423235e-83,2.013042e-83,1.764434e-83,2.090133e-83
-4.969454e-84,8.150628e-84,1.432664e-83,2.018820e-83,2.990351e-83,1.907164e-83,1.444843e-83,1.951541e-83,1.730986e-83,1.925610e-83
-3.851586e-84,6.963522e-84,1.252147e-83,1.670626e-83,1.907164e-83,2.443115e-83,1.626288e-83,2.116968e-83,2.064407e-83,2.324959e-83
2.603923e-84,1.079609e-83,1.151779e-83,1.423235e-83,1.444843e-83,1.626288e-83,3.032734e-83,2.762189e-83,2.880279e-83,3.089110e-83
-6.008907e-85,9.375756e-84,1.648889e-83,2.013042e-83,1.951541e-83,2.116968e-83,2.762189e-83,5.239406e-83,4.093520e-83,4.497640e-83
8.776674e-85,9.850257e-84,1.540754e-83,1.764434e-83,1.730986e-83,2.064407e-83,2.880279e-83,4.093520e-83,5.690626e-83,4.633477e-83
-1.129317e-84,9.576783e-84,1.717170e-83,2.090133e-83,1.925610e-83,2.324959e-83,3.089110e-83,4.497640e-83,4.633477e-83,7.394150e-83
