1.651371e-79,6.773664e-80,3.563676e-80,2.797095e-80,2.893793e-80,2.312830e-80,2.585317e-80,1.425116e-80,2.990579e-81,9.820022e-84
6.773664e-80,1.524127e-78,3.704685e-79,3.129900e-79,2.800515e-79,1.712273e-79,1.660736e-79,6.019383e-80,1.299692e-80,-4.204152e-83
3.563676e-80,3.704685e-79,9.726781e-79,3.230881e-79,2.735934e-79,1.372845e-79,1.478498e-79,4.311612e-80,4.278815e-81,-2.400672e-83
2.797095e-80,3.129900e-79,3.230881e-79,6.706421e-79,3.379629e-79,1.479309e-79,1.517496e-79,2.343665e-80,5.225118e-81,-4.006821e-83
2.893793e-80,2.800515e-79,2.735934e-79,3.379629e-79,6.346457e-79,1.987435e-79,1.880622e-79,4.106278e-80,1.045343e-80,-1.320109e-83
2.312830e-80,1.712273e-79,1.372845e-79,1.479309e-79,1.987435e-79,4.035808e-79,1.758252e-79,6.559389e-80,1.801695e-80,4.297153e-83
2.585317e-80,1.660736e-79,1.478498e-79,1.517496e-79,1.880622e-79,1.758252e-79,4.295846e-79,8.229323e-80,2.443905e-80,1.066270e-82
1.425116e-80,6.019383e-80,4.311612e-80,2.343665e-80,4.106278e-80,6.559389e-80,8.229323e-80,1.372760e-79,1.710699e-80,6.009198e-83
2.990579e-81,1.299692e-80,4.278815e-81,5.225118e-81,1.045343e-80,1.801695e-80,2.443905e-80,1.710699e-80,1.744803e-80,2.539853e-83
9.820022e-84,-4.204152e-83,-2.400672e-83,-4.006821e-83,-1.320109e-83,4.297153e-83,1.066270e-82,6.009198e-83,2.539853e-83,2.561728e-83
