5.717750e-83,2.675362e-83,3.693119e-83,4.331164e-83,4.653776e-83,4.156717e-83,-4.048582e-84,2.182593e-83,6.327500e-83,1.047839e-82,7.250243e-83,6.197626e-83,3.472073e-83,4.183403e-83
2.675362e-83,4.464400e-82,1.421112e-82,2.424627e-82,3.972855e-82,3.055668e-82,3.383395e-82,3.409183e-82,4.174765e-82,5.032183e-82,2.496722e-82,3.719730e-82,2.424789e-82,2.181729e-83
3.693119e-83,1.421112e-82,8.821373e-82,4.253260e-82,5.508530e-82,4.325140e-82,4.526347e-82,5.259201e-82,6.362166e-82,7.654372e-82,3.861288e-82,5.093583e-82,4.172507e-82,3.533604e-83
4.331164e-83,2.424627e-82,4.253260e-82,2.257167e-81,1.529275e-81,1.279591e-81,1.367834e-81,1.129172e-81,1.200869e-81,1.639683e-81,8.091319e-82,7.660086e-82,9.263997e-82,3.813483e-82
4.653776e-83,3.972855e-82,5.508530e-82,1.529275e-81,5.286922e-81,2.551019e-81,2.967672e-81,2.042528e-81,2.000801e-81,2.977599e-81,1.702700e-81,1.263261e-81,2.011025e-81,1.169227e-81
4.156717e-83,3.055668e-82,4.325140e-82,1.279591e-81,2.551019e-81,4.833086e-81,2.522407e-81,1.757679e-81,1.595246e-81,2.565978e-81,1.383133e-81,6.962495e-82,1.486295e-81,1.139581e-81
-4.048582e-84,3.383395e-82,4.526347e-82,1.367834e-81,2.967672e-81,2.522407e-81,6.671032e-81,2.374977e-81,2.223093e-81,2.958217e-81,1.698441e-81,1.449747e-81,1.938205e-81,7.809698e-82
2.182593e-83,3.409183e-82,5.259201e-82,1.129172e-81,2.042528e-81,1.757679e-81,2.374977e-81,5.705327e-81,1.998655e-81,2.619207e-81,1.499458e-81,1.785182e-81,1.573945e-81,3.015499e-83
6.327500e-83,4.174765e-82,6.362166e-82,1.200869e-81,2.000801e-81,1.595246e-81,2.223093e-81,1.998655e-81,6.384334e-81,2.777376e-81,1.397439e-81,1.656047e-81,1.372451e-81,-1.972760e-82
1.047839e-82,5.032183e-82,7.654372e-82,1.639683e-81,2.977599e-81,2.565978e-81,2.958217e-81,2.619207e-81,2.777376e-81,9.912459e-81,2.369618e-81,2.137295e-81,2.198301e-81,4.882639e-82
7.250243e-83,2.496722e-82,3.861288e-82,8.091319e-82,1.702700e-81,1.383133e-81,1.698441e-81,1.499458e-81,1.397439e-81,2.369618e-81,4.574803e-81,1.545526e-81,1.526394e-81,3.268770e-82
6.197626e-83,3.719730e-82,5.093583e-82,7.660086e-82,1.263261e-81,6.962495e-82,1.449747e-81,1.785182e-81,1.656047e-81,2.137295e-81,1.545526e-81,8.250812e-81,1.312837e-81,-9.041084e-82
3.472073e-83,2.424789e-82,4.172507e-82,9.263997e-82,2.011025e-81,1.486295e-81,1.938205e-81,1.573945e-81,1.372451e-81,2.198301e-81,1.526394e-81,1.312837e-81,5.934157e-81,1.280143e-81
4.183403e-83,2.181729e-83,3.533604e-83,3.813483e-82,1.169227e-81,1.139581e-81,7.809698e-82,3.015499e-83,-1.972760e-82,4.882639e-82,3.268770e-82,-9.041084e-82,1.280143e-81,9.111369e-81
