2.093849e-81,5.961826e-82,1.840009e-81,3.549750e-81,5.250087e-81,6.408014e-81,6.135794e-81,3.808188e-81,2.359150e-82,0.000000e+00
5.961826e-82,4.846177e-81,3.065507e-81,6.111383e-81,1.037479e-80,1.099624e-80,8.467434e-81,5.037642e-81,2.664219e-82,0.000000e+00
1.840009e-81,3.065507e-81,3.413832e-80,2.384466e-80,4.291038e-80,5.055386e-80,3.743581e-80,2.027376e-80,7.614148e-82,0.000000e+00
3.549750e-81,6.111383e-81,2.384466e-80,9.742290e-80,9.443935e-80,1.111158e-79,7.813381e-80,3.933552e-80,1.511742e-81,0.000000e+00
5.250087e-81,1.037479e-80,4.291038e-80,9.443935e-80,2.441363e-79,2.027369e-79,1.324962e-79,7.557878e-80,2.699711e-81,0.000000e+00
6.408014e-81,1.099624e-80,5.055386e-80,1.111158e-79,2.027369e-79,3.575342e-79,1.749324e-79,9.589883e-80,3.303665e-81,0.000000e+00
6.135794e-81,8.467434e-81,3.743581e-80,7.813381e-80,1.324962e-79,1.749324e-79,2.250038e-79,7.121748e-80,3.398610e-81,0.000000e+00
3.808188e-81,5.037642e-81,2.027376e-80,3.933552e-80,7.557878e-80,9.589883e-80,7.121748e-80,7.226604e-80,1.897273e-81,0.000000e+00
2.359150e-82,2.664219e-82,7.614148e-82,1.511742e-81,2.699711e-81,3.303665e-81,3.398610e-81,1.897273e-81,4.505240e-82,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
