4.706507e-80,5.074115e-80,4.925678e-80,2.504953e-80,2.277254e-80,1.280358e-80,3.035129e-81,8.885613e-81,4.925240e-81,1.680646e-83
5.074115e-80,1.704398e-79,1.380439e-79,8.293883e-80,7.454653e-80,5.808703e-80,3.786418e-80,4.321531e-80,1.736734e-80,3.392235e-83
4.925678e-80,1.380439e-79,2.319842e-79,1.281441e-79,1.045613e-79,9.314446e-80,7.821652e-80,7.585853e-80,2.759375e-80,3.799886e-83
2.504953e-80,8.293883e-80,1.281441e-79,1.581270e-79,9.951339e-80,9.302507e-80,8.622954e-80,6.704283e-80,2.020290e-80,3.030601e-84
2.277254e-80,7.454653e-80,1.045613e-79,9.951339e-80,1.706296e-79,1.038665e-79,8.931499e-80,5.527266e-80,1.218866e-80,9.797210e-84
1.280358e-80,5.808703e-80,9.314446e-80,9.302507e-80,1.038665e-79,1.520089e-79,1.051521e-79,6.616124e-80,1.560641e-80,4.624718e-84
3.035129e-81,3.786418e-80,7.821652e-80,8.622954e-80,8.931499e-80,1.051521e-79,1.423774e-79,6.756868e-80,1.581728e-80,-5.150308e-84
8.885613e-81,4.321531e-80,7.585853e-80,6.704283e-80,5.527266e-80,6.616124e-80,6.756868e-80,7.766650e-80,1.924201e-80,2.090257e-83
4.925240e-81,1.736734e-80,2.759375e-80,2.020290e-80,1.218866e-80,1.560641e-80,1.581728e-80,1.924201e-80,1.267989e-80,1.277239e-83
1.680646e-83,3.392235e-83,3.799886e-83,3.030601e-84,9.797210e-84,4.624718e-84,-5.150308e-84,2.090257e-83,1.277239e-83,3.629230e-84
