lo,hi,val,err
0.0,0.1,48.69,5.8428
0.1,0.25,37.21,4.8373
0.25,0.4,26.2,4.192
0.4,0.6,16.51,2.8067
0.6,0.85,10.09,2.018
0.85,1.15,6.69,1.4718
1.15,1.55,3.03,0.8787
1.55,2.0,1.1,0.473
