lo,hi,val,err
1.0,2.0,5.79,1.0422
2.0,2.6,9.02,1.353
2.6,3.3,7.53,1.0542
3.3,4.0,3.8,0.608
4.0,5.0,1.88,0.3196
5.0,6.0,0.83,0.1992
6.0,8.0,0.72,0.1512
8.0,10.0,0.33,0.1056
