lo,hi,val,err
3,6,0.994,0.1473
6,9,0.942,0.1062
9,12,1.014,0.0967
12,15,0.859,0.0903
15,21,0.843,0.0780
21,27,0.991,0.0872
27,33,0.888,0.0971
33,39,0.970,0.1161
39,54,0.896,0.1019
54,100,0.911,0.1061
