lo,hi,val,err
40.0,40.0,0.635,0.03956
52.0,52.0,0.665,0.07355
59.0,59.0,0.688,0.03905
67.0,67.0,0.641,0.06265
77.0,77.0,0.65,0.041
98.0,98.0,0.616,0.1078
130.0,130.0,0.642,0.0636
150.0,150.0,0.597,0.0614
176.0,176.0,0.651,0.06096
206.0,206.0,0.627,0.05325
