lo,hi,val,err
0,18,0.14,0.054
18,36,0.15,0.056
36,54,0.21,0.050
54,72,0.21,0.054
72,90,0.14,0.045
90,108,0.10,0.045
108,126,0.14,0.043
126,144,0.05,0.034
144,180,0.02,0.025
