lo,hi,val,err
0.035,0.105,0.713461706657598,0.07815929060146277
0.105,0.1225,0.6949398743172384,0.06272677394363381
0.1225,0.14,0.6220665471406551,0.058048196274730963
0.14,0.1575,0.5921048840526797,0.05073653766318089
0.1575,0.175,0.4805188661387169,0.0445470378332809
0.175,0.1925,0.3803911771523693,0.037697186679997684
0.1925,0.21,0.3263027252966643,0.03458865387065319
0.21,0.245,0.2527567705022856,0.02688172769432985
0.245,0.28,0.1762907565056424,0.019187837351147905
0.28,0.315,0.1110626218604738,0.01224398383507473
0.315,0.35,0.04909873989515947,0.005965568796861711
0.35,0.8,0.009361375799971684,0.0014051818517383553
