lo,hi,val,err
0.106,0.226,0.01716457835605898,0.018467399451643617
0.226,0.296,0.1443100652873609,0.02324820228659262
0.296,0.386,0.2493973357936033,0.029146690309789544
0.386,0.505,0.3654959493779598,0.039992575125069714
0.505,0.577,0.5536313743655034,0.0453799155015871
0.577,0.659,0.6248398232442672,0.057200855037740424
0.659,0.753,0.709385259653595,0.0566022746372783
0.753,0.861,0.7088560472416651,0.05773927476833458
0.861,0.984,0.581020129766631,0.0580985475381776
0.984,1.285,0.329231350162054,0.028847719911476433
1.285,2.506,0.06139991760266183,0.00989655606096324
