lo,hi,val,err
0.106,0.226,0.07540495600700664,0.015662492521069906
0.226,0.296,0.3017716841358795,0.03458069121327389
0.296,0.386,0.4261285178895746,0.03815138703586987
0.386,0.505,0.469566293493427,0.050867924371561145
0.505,0.577,0.5172478179745832,0.049503701587672214
0.577,0.659,0.5598529832107614,0.04598723359167122
0.659,0.753,0.5669577423089834,0.048946957340129486
0.753,0.861,0.3835032253729471,0.039207469339492075
0.861,0.984,0.1697891526502409,0.01787695186067536
0.984,2.506,0.006228339671596286,0.0006560089511934479
