lo,hi,val,err
0.106,0.296,0.02921852039052976,0.008988506754892505
0.296,0.386,0.09738150547715309,0.017844224957222574
0.386,0.505,0.1359379991255727,0.01954583653672475
0.505,0.577,0.1638085186089877,0.022549193802130333
0.577,0.659,0.1966228579345627,0.025147833160111422
0.659,0.753,0.197002403523454,0.023652808569835745
0.753,0.861,0.1871398897479671,0.026014678782044
0.861,0.984,0.1404352667935683,0.02123019790011959
0.984,1.285,0.08707006115567377,0.0139811256311268
1.285,2.506,0.01502603916408985,0.0025842161767189492
