lo,hi,val,err
0.106,0.296,0.004495805586474413,0.0018632589200695817
0.296,0.386,0.01223180267204195,0.0029890864724319574
0.386,0.505,0.01503186182002874,0.003152985631819257
0.505,0.577,0.01751319784663755,0.003705343998895359
0.577,0.659,0.01631727594881776,0.0032588139362806847
0.659,0.753,0.01440071376279446,0.002950819322497052
0.753,0.861,0.01274785840490066,0.0031754152663719514
0.861,0.984,0.008638229119275252,0.0023366242186070424
0.984,1.285,0.006258237388818303,0.0015845890718569522
1.285,2.506,0.002782728697464606,0.000715739429448201
