lo,hi,val,err
0.035,0.105,1.117237996726469,0.10849988462542125
0.105,0.1225,1.192029199496009,0.10196795091421446
0.1225,0.14,1.122705767776117,0.10231051339953794
0.14,0.1575,1.016748749291289,0.09160021080775402
0.1575,0.175,1.097535537266885,0.0994288003818664
0.175,0.1925,1.084597485017805,0.10170457744500028
0.1925,0.21,0.9950978767914708,0.09470468601637169
0.21,0.245,0.9341924766910593,0.0872426917013857
0.245,0.28,0.7814138718732957,0.07263139400867885
0.28,0.315,0.6831148978897654,0.06442585295965056
0.315,0.35,0.5825152176765077,0.0538703632741418
0.35,0.42,0.5198814529953223,0.045027945559640035
0.42,0.525,0.3285644605375871,0.0337636464284977
0.525,0.8,0.1037837467186548,0.020023483012311417
