lo,hi,val,err
0.035,0.105,0.9086187611982695,0.09405701564684328
0.105,0.1225,1.025994810291848,0.08633359480596735
0.1225,0.14,0.9875444741178412,0.08315997071465246
0.14,0.1575,0.8890271417328192,0.07568833188560337
0.1575,0.175,0.8401146045195731,0.07201092971730161
0.175,0.1925,0.7201542321861699,0.06629578192089218
0.1925,0.21,0.6260711929049498,0.06295518603651513
0.21,0.245,0.5536761373102417,0.05144807140691468
0.245,0.28,0.4468279156405824,0.04306231347304696
0.28,0.315,0.3302567775713156,0.032605565748842685
0.315,0.35,0.2188851804258327,0.025407346429853896
0.35,0.42,0.1393882294029835,0.017035636105601406
0.42,0.525,0.05425322493501154,0.00745932228747235
0.525,0.8,0.01004550159802336,0.0021883012493416894
