lo,hi,val,err
0.106,0.226,0.0743837906509667,0.02543086257303374
0.226,0.296,0.2339810723254875,0.04207354570781703
0.296,0.386,0.5244582558573472,0.0539749976786476
0.386,0.505,1.001964027843533,0.08303158137008641
0.505,0.577,1.474716329848251,0.12304809829826283
0.577,0.659,1.654519806802089,0.13081086642424708
0.659,0.753,1.552367800940785,0.10845355232693119
0.753,0.861,1.130649719792574,0.10422847397181113
0.861,0.984,0.6663544435184046,0.06917825292601608
0.984,2.506,0.04432605729988867,0.005741987911158885
