lo,hi,val,err
0.106,0.226,0.1160949223321549,0.03654937988321609
0.226,0.296,0.4017945117833434,0.05524699526942819
0.296,0.386,0.5746995814259466,0.06125744526919527
0.386,0.505,0.9742908070340625,0.07408820705657217
0.505,0.577,1.107987697607457,0.10441333008644385
0.577,0.659,0.9999098177983727,0.08335618245778585
0.659,0.753,0.7008466797353007,0.06630061829091877
0.753,0.861,0.3366646014304943,0.04081048490126546
0.861,0.984,0.1190822121568542,0.01532908580032492
0.984,2.506,0.004163342675541207,0.0005539973512618242
