lo,hi,val,err
0.106,0.296,0.005575629511248916,0.0019266865456290282
0.296,0.386,0.01902794099542648,0.003501551750774249
0.386,0.505,0.02076186845468617,0.003960736925040915
0.505,0.577,0.01784587684441321,0.0036238623186213904
0.577,0.659,0.01565538306973044,0.0029037690542282166
0.659,0.753,0.01432510362576098,0.002338541543744887
0.753,0.861,0.01196478815966718,0.002120485380310091
0.861,0.984,0.01052684184172651,0.0021453940568906035
0.984,1.285,0.00638866794735824,0.001504025507360637
1.285,2.506,0.001057538182066507,0.00024193105493499674
