lo,hi,val,err
0.106,0.226,0.02880742192507821,0.007898658031022151
0.226,0.296,0.1181962906466062,0.01600754007370621
0.296,0.386,0.1852352359645364,0.017385901905192066
0.386,0.505,0.1856795861469892,0.018773770960718514
0.505,0.577,0.1793796478592785,0.02136779485198115
0.577,0.659,0.1910928459807169,0.01727357700392184
0.659,0.753,0.203263506616985,0.01852370008004772
0.753,0.861,0.1660331350774651,0.019757575163463027
0.861,0.984,0.1041218029199216,0.013078661620878364
0.984,2.506,0.005462464170906151,0.0007092699187426296
