lo,hi,val,err
3,4,0.748,0.061
4,5,0.711,0.033
5,7,0.708,0.032
7,9,0.722,0.045
9,12,0.699,0.043
12,15,0.691,0.028
15,18,0.708,0.020
18,22,0.689,0.016
22,26,0.683,0.015
26,30,0.686,0.016
30,36,0.675,0.016
36,42,0.675,0.018
42,50,0.676,0.019
