lo,hi,val,err
5,7,0.305,0.029
7,9,0.300,0.022
9,12,0.303,0.019
12,15,0.314,0.016
15,18,0.304,0.012
18,22,0.316,0.013
22,26,0.320,0.011
26,30,0.332,0.015
30,36,0.325,0.016
36,42,0.352,0.024
42,50,0.324,0.027
