lo,hi,val,err
0,0.1,0,0.01
0.1,0.2,0.33,0.32
0.2,0.3,1.09,0.66
0.3,0.4,1.91,0.83
0.4,0.5,2.68,0.96
0.5,0.65,2.86,1.04
0.65,0.8,2.08,1.2
0.8,1,1.13,1.33
1,1.2,0.57,0.94
1.2,1.4,0.47,0.58
1.4,1.7,0.21,0.38
1.7,2,0,0.02
