lo,hi,val,err
0,0.1,9.6,1
0.1,0.2,17,1.37
0.2,0.35,20.6,1.54
0.35,0.5,14.2,1.25
0.5,0.7,4.19,0.44
0.7,0.95,0.55,0.08
0.95,1.2,0,0.01
