lo,hi,val,err
0.1,0.1,33.815,8.74558
0.3,0.3,27.052,7.33989
0.5,0.5,9.769,3.56339
0.7,0.7,10.52,3.74078
0.9,0.9,4.509,2.21672
1.1,1.1,1.503,1.20703
1.3,1.3,0.075,0.26143
1.5,1.5,1.503,1.20703
1.7,1.7,1.503,1.20703
1.9,1.9,0.0,0.0
2.1,2.1,0.751,0.84053
2.3,2.3,0.0,0.0
2.5,2.5,0.0,0.0
2.7,2.7,0.0,0.0
2.9,2.9,0.0,0.0
3.1,3.1,0.0,0.0
3.3,3.3,0.0,0.0
3.5,3.5,0.0,0.0
3.7,3.7,0.0,0.0
