lo,hi,val,err
0.0,0.04,3.229090e-38,2.298395e-39
0.04,0.08,2.057310e-38,1.554153e-39
0.08,0.12,8.656580e-39,7.792946e-40
0.12,0.16,4.548020e-39,1.141420e-39
0.16,0.24,2.147360e-39,1.317331e-39
