7.635411857576759758e+02,7.850887646423894921e+02,9.564769376562454681e+02,1.019124840582010052e+03,1.360837413338995475e+03,1.367942186123099873e+03,1.302718365084227571e+03,1.260428266125106802e+03,1.124367256102714464e+03,9.963931319918630152e+02,7.870648957857752066e+02,5.165596183613012045e+02,2.967135636439210771e+02,1.609372868168291859e+02,4.374368238006864118e+01,1.054011825433957217e+00,1.660413754941582332e-01,5.778066689523649047e-02,1.263486475315780608e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.850887646423894921e+02,1.125041182315820834e+03,1.424580371434908102e+03,1.655080997068211900e+03,2.100607151365080426e+03,2.047878203374463055e+03,1.869030310071769463e+03,1.794640384775712391e+03,1.619261955677954575e+03,1.218651713696551951e+03,9.733180702410189724e+02,6.606335715714820935e+02,3.938151288666557548e+02,2.228418919801394225e+02,7.275415016452602401e+01,4.398622088551566556e+00,2.275967990386577322e-01,5.435372377910860364e-02,1.333309621199484270e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.564769376562454681e+02,1.424580371434908102e+03,2.249011032400205750e+03,2.552239831242530272e+03,3.623545189344363280e+03,3.296632216056890684e+03,2.720765564634293696e+03,2.616458237722969898e+03,2.287928218645398374e+03,1.237997829789172329e+03,1.073087065252756020e+03,8.597638519797164918e+02,5.442039335015857660e+02,3.268559478578545736e+02,1.001539528625845037e+02,4.856698077119885326e+00,-2.066921542866858794e-02,5.801624370901960204e-02,1.716477771123764776e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.019124840582010165e+03,1.655080997068212127e+03,2.552239831242529817e+03,3.913346859799488811e+03,4.350927785241422498e+03,3.865329803960322351e+03,3.227012883718898593e+03,3.008610822948776331e+03,2.831112661413043497e+03,1.423478730618906411e+03,1.213282575388459691e+03,9.710445560916364229e+02,6.343855168729684237e+02,3.930222486176620009e+02,1.784254714148493406e+02,2.062296854737548202e+01,6.247465019530648034e-01,1.809589018791096099e-02,6.871188841227117775e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.360837413338995475e+03,2.100607151365080426e+03,3.623545189344363280e+03,4.350927785241423408e+03,6.895764582248406441e+03,5.743696022515178811e+03,4.153618881191661785e+03,4.021430955933388759e+03,3.457779847331632482e+03,8.280807054469022432e+02,1.017673282698056369e+03,1.204220024866748872e+03,8.315435362844942802e+02,5.360563867101722053e+02,1.646921763837182198e+02,8.033886228129945906e+00,-6.011552223597704803e-01,2.586870475868867716e-02,1.791048869292972273e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.367942186123099873e+03,2.047878203374463055e+03,3.296632216056890684e+03,3.865329803960322351e+03,5.743696022515177901e+03,5.227918340345191609e+03,4.217799549845508409e+03,4.072664131350111347e+03,3.541236990708804569e+03,1.669186795063914815e+03,1.470388005885441999e+03,1.229889604443015514e+03,8.009160407873704344e+02,4.953690845751008283e+02,1.519116576237120739e+02,7.256185358262140284e+00,-2.865760218453460295e-01,5.046643259338259163e-02,2.016261719514140030e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.302718365084227344e+03,1.869030310071769463e+03,2.720765564634294151e+03,3.227012883718898593e+03,4.153618881191661785e+03,4.217799549845508409e+03,4.085538864767314863e+03,3.936054390324003180e+03,3.467481687042267367e+03,2.572448977365618703e+03,1.940419711948639360e+03,1.190169944172821488e+03,7.187014933019378304e+02,4.222072435366756622e+02,1.345646188075171494e+02,7.361400648146749326e+00,1.543683298369652179e-01,7.058907083691194628e-02,1.939291122715195576e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.260428266125106802e+03,1.794640384775712391e+03,2.616458237722970352e+03,3.008610822948776331e+03,4.021430955933388759e+03,4.072664131350111347e+03,3.936054390324003180e+03,3.895155961846411628e+03,3.396071487164626433e+03,2.491034751059788050e+03,1.878078987211122694e+03,1.142736520988524035e+03,6.906381397425694786e+02,4.088488803695905744e+02,1.249740838459866694e+02,5.865424604784088558e+00,3.853356057923513350e-02,6.786603834363538756e-02,1.875873024958645344e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.124367256102714464e+03,1.619261955677954575e+03,2.287928218645398374e+03,2.831112661413043497e+03,3.457779847331632482e+03,3.541236990708804569e+03,3.467481687042267367e+03,3.396071487164626433e+03,3.085949425964068723e+03,2.314788883180556240e+03,1.722128479886093373e+03,1.053911934925477681e+03,6.408621846586351012e+02,3.815112339220721083e+02,1.341245070748395847e+02,1.022227776795573462e+01,3.353996430245707039e-01,6.802148916535881440e-02,1.560919666266905037e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.963931319918630152e+02,1.218651713696552179e+03,1.237997829789172329e+03,1.423478730618906638e+03,8.280807054469022432e+02,1.669186795063914587e+03,2.572448977365618248e+03,2.491034751059788050e+03,2.314788883180556240e+03,3.415810078153627728e+03,2.361050427427414434e+03,9.284702013625590098e+02,4.303296351819604979e+02,1.834418237256832924e+02,4.950163335401872189e+01,-5.983194345369826639e-01,7.052022196691779543e-01,1.127649744223863382e-01,2.307379056119707519e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
