lo,hi,val,err
0,50,23.1,3.2
50,100,34.4,5.0
100,150,39.0,5.8
150,200,41.6,6.2
200,250,41.2,6.1
250,300,39.0,5.7
300,350,37.3,5.4
350,400,35.0,4.9
400,450,32.0,4.4
450,500,28.8,3.8
500,550,26.1,3.5
550,600,23.2,3.1
600,650,20.8,2.8
650,700,18.6,2.5
700,750,15.9,2.1
750,800,14.2,2.0
800,850,12.3,1.8
850,900,10.7,1.6
900,950,9.3,1.4
950,1000,7.7,1.3
1000,1100,5.9,1.0
1100,1200,4.3,0.8
