lo,hi,val,err
0,50,3.6,0.5
50,75,8.9,1.2
75,100,10.8,1.4
100,125,10.8,1.2
125,150,9.7,1.2
150,175,8.6,1.1
175,200,7.6,1.1
200,225,7.0,1.0
225,250,6.1,1.0
250,275,5.3,0.9
275,300,4.5,0.8
300,325,3.9,0.7
325,350,3.2,0.6
350,375,2.7,0.5
